student_id,enrolled_college,enrollment_date,first_year_gpa
100940,No,2022-08-06,
100941,No,,
100942,Yes,2023-08-04,2.33
100943,Yes,2021-10-11,2.77
100944,Yes,2022-06-22,2.02
100945,No,2024-06-09,
100946,Yes,2024-06-01,1.34
100947,No,2024-03-19,
100948,Yes,2021-12-18,2.46
100949,1,,2.78
100950,No,2021-08-03,
100951,yes,2023-09-30,2.83
100952,No,2024-08-22,
100953,No,2022-01-19,
100954,No,2021-11-13,
100955,NO,2023-02-11,
100956,Yes,2023-09-19,2.11
100957,Yes,2022-09-12,2.38
100958,No,2023-06-30,7.5
100959,No,2023-07-02,
100960,No,2024-01-27,
100961,False,2021-11-08,
100962,Yes,2024-02-03,3.27
100963,N,2024-08-22,
100964,No,2022-12-28,
100965,Yes,2022-11-13,2.05
100966,False,2023-11-03,
100967,Yes,2024-07-01,1.59
100968,0,2022-12-27,
100969,No,2023-12-17,
100970,NO,2023-11-03,
100971,No,2023-02-09,
100972,No,2024-05-08,
100973,Yes,2022-09-16,2.73
100974,No,2023-03-16,
100975,No,2022-01-12,
100976,Yes,2024-05-14,3.25
100977,No,2024-07-27,
100978,Yes,2022-08-29,2.03
100979,Yes,2024-02-07,2.54
100980,Yes,2022-04-22,2.14
100981,No,,
100982,No,2024-07-15,
100983,No,2022-07-17,-1.0
100984,False,2021-11-14,
100985,No,2022-06-08,
100986,No,2022-07-26,
100987,No,2021-10-28,
100988,Yes,2023-04-28,3.1
100989,Yes,2024-05-11,2.57
100990,Yes,2022-07-20,2.66
100991,Yes,2024-07-12,2.31
100992,No,2024-04-21,
100993,No,2022-01-19,
100994,No,2022-12-14,
100995,Yes,2024-08-24,2.98
100996,No,2023-03-27,
100997,No,2024-02-26,
100998,No,2022-01-01,
100999,No,2021-09-23,
101000,Yes,2023-08-29,1.85
101001,No,2023-03-22,
101002,Yes,2022-11-22,2.17
101003,Yes,2022-05-08,2.32
101004,No,2023-05-08,-1.0
101005,No,2023-05-18,
101006,No,2022-04-29,
101007,No,2024-07-16,
101008,No,2022-11-21,
101009,No,2024-06-22,
101010,No,2024-08-09,7.5
101011,Yes,2023-03-29,7.5
101012,Yes,2023-12-06,3.25
101013,No,2023-04-17,
101014,N,2022-04-01,
101015,Yes,2022-01-26,2.18
101016,Yes,2024-01-31,3.04
101017,No,2022-04-27,
101018,No,2023-04-22,
101019,No,2023-12-06,
101020,No,2024-04-23,
101021,No,2023-11-04,
101022,N,2022-04-26,
101023,Yes,2023-01-19,2.03
101024,No,2021-08-10,
101025,Yes,2022-03-19,2.14
101026,Yes,2022-04-14,1.76
101027,No,2023-06-22,
101028,No,2022-09-10,
101029,No,,
101030,Yes,2021-12-14,3.52
101031,No,2023-12-11,
101032,No,2021-10-12,
101033,Yes,2022-10-27,2.09
101034,Yes,2023-04-29,2.44
101035,Yes,2023-12-29,2.62
101036,No,2022-10-29,
101037,No,2024-03-07,
101038,No,2022-08-11,
101039,No,2024-05-19,
101040,No,2021-08-13,
101041,No,2024-06-04,
101042,Y,2022-07-27,2.78
101043,No,2021-08-18,
101044,Yes,,3.21
101045,No,2022-12-02,
101046,No,2023-03-16,
101047,No,2021-10-12,
101048,No,2021-08-22,
101049,No,2022-06-29,
101050,No,2021-08-27,
101051,No,2023-04-19,
101052,No,2024-08-07,
101053,Yes,2024-01-01,1.91
101054,No,2024-07-04,
101055,Yes,2023-07-24,2.42
101056,No,2022-01-28,
101057,No,2022-08-03,
101058,No,2023-07-20,
101059,No,2022-10-07,
101060,Yes,2022-09-24,3.04
101061,No,2022-07-07,
101062,Yes,2021-08-31,2.19
101063,No,2021-10-17,
101064,Yes,2022-05-15,-1.0
101065,Yes,2022-06-30,2.74
101066,No,2023-04-21,
101067,No,2021-12-02,-1.0
101068,No,2022-05-01,
101069,Yes,2023-06-07,2.66
101070,Yes,2022-06-20,3.96
101071,Yes,2022-07-30,2.2
101072,Yes,2024-05-22,3.26
101073,No,2021-09-01,
101074,Yes,2022-02-27,2.59
101075,YES,2022-03-21,3.53
101076,False,2024-03-09,
101077,No,2024-08-09,
101078,No,2023-12-21,
101079,No,2022-02-17,7.5
101080,No,2023-04-12,
101081,Yes,2023-01-25,3.07
101082,No,2022-08-31,
101083,Yes,2022-01-07,2.55
101084,No,2021-11-03,
101085,No,2023-05-31,
101086,No,2023-06-28,
101087,No,2022-10-21,
101088,No,2022-07-13,
101089,N,2021-08-24,
101090,No,2022-09-04,
101091,Yes,2023-04-14,2.34
101092,No,2022-11-22,
101093,No,2024-06-29,
101094,Yes,2022-10-30,2.07
101095,Yes,2024-08-22,2.55
101096,No,2023-03-08,
101097,No,2023-11-13,
101098,no,2023-09-29,
101099,yes,2024-01-17,2.67
101100,No,2024-02-10,
101101,No,2023-06-16,
101102,No,2023-05-19,
101103,No,2022-10-11,
101104,Yes,2022-05-19,1.4
101105,Yes,2024-08-15,2.61
101106,Yes,2023-12-09,3.79
101107,No,2023-06-16,
101108,Yes,2024-07-29,2.52
101109,No,2022-08-13,
101110,Yes,2021-08-24,0.85
101111,No,2024-08-11,
101112,No,2023-04-12,
101113,Yes,2024-07-19,2.79
101114,N,2021-09-10,
101115,No,2022-02-25,
101116,No,2022-05-18,
101117,No,2023-08-22,
101118,Yes,2024-04-14,2.44
101119,No,2023-12-04,
101120,Yes,2021-08-25,2.35
101121,0,2022-08-23,
101122,N,2024-05-11,
101123,No,2022-02-01,
101124,No,2024-02-25,
101125,No,2023-11-28,
101126,No,2022-05-31,
101127,No,,
101128,No,2023-04-03,
101129,Yes,2023-11-27,2.8
101130,No,2022-07-14,
101131,No,2023-05-31,
101132,No,2023-11-04,
101133,No,2023-05-06,
101134,N,2023-10-02,
101135,No,2023-12-11,
101136,Yes,2021-12-08,2.06
101137,Yes,2023-05-31,2.06
101138,Yes,2022-10-31,1.43
101139,No,2024-01-16,
101140,No,2024-06-20,
101141,Yes,2024-04-22,3.39
101142,No,2023-10-12,
101143,No,2022-05-30,
101144,No,2021-12-14,
101145,No,2023-12-03,
101146,No,2023-03-13,
101147,No,2023-07-17,
101148,True,2023-05-10,2.75
101149,No,2023-10-13,
101150,No,2024-01-28,
101151,No,2023-07-04,
101152,0,2023-10-16,
101153,Yes,2021-08-10,2.16
101154,No,2022-12-14,
101155,No,2021-08-06,
101156,N,2022-10-20,
101157,Yes,2024-08-18,2.76
101158,No,2022-02-05,
101159,No,2023-06-10,
101160,0,2022-02-25,
101161,No,2024-05-25,
101162,0,2023-03-03,
101163,No,2023-09-02,
101164,No,2024-06-10,
101165,No,2022-10-13,
101166,No,2021-10-05,
101167,No,2022-06-17,
101168,Yes,2021-12-10,2.34
101169,Yes,2024-08-07,1.57
101170,yes,2021-10-01,2.35
101171,No,2022-06-24,
101172,Yes,2023-10-19,2.9
101173,No,2022-09-10,
101174,Yes,2023-10-31,2.28
101175,No,2023-06-10,
101176,Yes,2023-04-07,2.11
101177,yes,2022-07-28,2.48
101178,No,2022-12-11,
101179,No,2023-05-11,
101180,No,2022-03-08,
101181,Yes,2023-04-24,1.67
101182,No,2022-02-01,
101183,No,2022-02-02,
101184,No,2023-01-25,
101185,No,2024-02-12,
101186,No,2023-01-01,
101187,No,2021-11-10,
101188,Yes,2023-08-21,2.85
101189,No,2023-08-14,
101190,No,2024-05-08,
101191,No,2021-08-26,
101192,Yes,2022-11-27,1.8
101193,No,2023-02-16,
101194,No,2023-05-14,
101195,No,2022-03-11,
101196,No,2022-01-26,
101197,No,2022-10-26,
101198,No,2021-09-10,
101199,No,2024-04-25,
101200,Yes,2023-05-24,1.92
101201,No,2022-03-17,
101202,No,2022-03-01,
101203,Yes,2021-08-15,3.25
101204,No,2022-12-12,
101205,0,2022-09-11,
101206,Yes,2023-07-15,2.47
101207,No,2021-09-16,
101208,No,2024-01-14,
101209,No,,
101210,No,2022-04-16,
101211,No,2023-05-25,
101212,No,2023-04-13,
101213,No,2023-05-10,
101214,Yes,2022-12-23,1.79
101215,No,2023-06-01,
101216,No,2024-01-30,
101217,No,2021-12-27,
101218,Yes,2024-06-04,3.11
101219,Yes,2023-04-17,2.75
101220,Yes,2021-12-17,2.66
101221,0,2022-01-26,
101222,No,2024-05-13,
101223,Yes,2023-12-10,2.44
101224,No,2023-12-03,
101225,No,2023-12-06,
101226,No,2023-09-26,
101227,No,,
101228,Yes,2021-11-28,2.46
101229,Yes,2024-07-21,2.19
101230,Yes,2022-08-28,3.21
101231,no,2023-06-11,
101232,Yes,2023-02-23,1.8
101233,No,2021-11-27,
101234,Yes,2022-12-16,2.55
101235,N,,7.5
101236,Yes,2024-07-15,2.01
101237,Yes,2024-06-09,2.62
101238,Yes,2022-02-06,2.16
101239,YES,,1.82
101240,Yes,2021-12-14,2.81
101241,Yes,2021-08-30,3.1
101242,No,2022-12-09,
101243,No,2021-11-30,
101244,Yes,2024-02-12,3.77
101245,No,2021-12-03,
101246,No,2024-07-12,
101247,No,2022-06-02,
101248,No,2021-12-22,
101249,No,2024-05-21,
101250,No,2023-07-07,
101251,No,2023-12-29,
101252,Yes,2023-07-11,1.91
101253,Yes,2022-07-22,2.3
101254,No,2023-02-15,
101255,No,2022-12-21,-1.0
101256,No,2023-10-12,
101257,No,2024-01-17,
101258,Yes,2023-04-29,3.08
101259,No,2021-10-07,
101260,No,2023-12-19,
101261,No,2021-11-18,
101262,Yes,2024-01-18,3.09
101263,Yes,2022-06-15,2.02
101264,No,2023-01-25,
101265,No,2023-08-03,7.5
101266,False,2022-11-02,
101267,No,2022-07-13,
101268,Yes,,2.89
101269,No,2023-04-12,
101270,No,2021-12-25,
101271,Yes,2022-03-19,2.5
101272,Yes,2024-06-26,2.06
101273,No,2023-05-16,
101274,No,2022-06-05,
101275,yes,2022-11-21,2.39
101276,No,2022-09-24,
101277,0,2022-02-23,
101278,Yes,2023-12-26,2.01
101279,Yes,2023-04-26,3.13
101280,No,2023-01-24,
101281,Yes,2023-10-01,3.03
101282,N,2024-01-21,
101283,No,2024-07-28,
101284,No,2024-06-18,
101285,Yes,2023-08-09,3.13
101286,Yes,2024-05-18,2.56
101287,No,2023-01-01,
101288,Yes,2023-08-14,2.99
101289,No,,
101290,No,2022-08-21,
101291,N,2022-12-19,
101292,Yes,2021-10-06,2.03
101293,No,2021-12-15,
101294,No,2023-02-10,
101295,No,2024-02-08,
101296,No,2022-08-26,
101297,No,2023-09-30,
101298,yes,2024-02-03,2.66
101299,No,2021-08-05,
101300,Yes,2023-06-11,2.3
101301,Yes,2023-02-28,2.5
101302,No,2023-08-22,
101303,No,2023-01-28,
101304,No,2023-06-07,
101305,Yes,2023-04-21,1.79
101306,No,2022-09-12,
101307,Yes,2024-05-22,2.06
101308,No,2021-08-05,
101309,Yes,2021-11-26,1.08
101310,Yes,2024-03-27,2.66
101311,No,2022-02-06,
101312,Yes,2022-08-06,2.98
101313,No,2024-02-29,
101314,No,2022-10-14,
101315,Yes,2023-08-01,2.54
101316,Yes,2024-05-31,1.93
101317,Yes,2024-03-04,1.42
101318,Yes,2023-03-21,2.61
101319,No,2023-03-08,
101320,Yes,2022-04-03,1.56
101321,No,2024-05-21,
101322,Yes,2022-07-01,2.72
101323,No,2022-02-12,
101324,No,2024-04-15,
101325,Yes,2023-06-27,1.72
101326,N,2023-06-29,
101327,No,2023-12-20,
101328,No,2021-09-05,
101329,Yes,2023-07-09,3.19
101330,Yes,2023-05-16,2.24
101331,YES,2021-10-14,3.5
101332,No,2021-09-22,
101333,No,2023-09-19,
101334,Y,2021-12-30,3.17
101335,No,2023-06-19,
101336,No,2022-03-15,
101337,Yes,2024-06-24,2.61
101338,Yes,2022-12-02,1.95
101339,No,2023-03-12,
101340,No,2023-02-24,
101341,No,2023-08-21,
101342,No,2023-03-29,
101343,No,2024-07-07,
101344,Yes,2024-08-08,2.61
101345,Yes,2022-01-06,2.18
101346,Yes,2022-03-13,7.5
101347,1,2023-05-15,2.59
101348,Y,2023-02-21,3.35
101349,Yes,2023-09-02,2.16
101350,Yes,2022-09-03,2.12
101351,yes,2022-01-17,2.24
101352,No,2022-11-11,
101353,No,2022-05-12,
101354,No,2023-10-31,
101355,Yes,2022-05-29,2.48
101356,No,2022-12-24,
101357,No,2024-07-02,
101358,No,2024-05-11,
101359,No,2024-05-24,
101360,Yes,2024-08-27,7.5
101361,Yes,2023-11-23,2.16
101362,No,2023-10-07,
101363,NO,2022-11-20,
101364,No,2023-02-13,
101365,Yes,2023-07-12,1.54
101366,No,2023-08-26,
101367,No,2021-10-06,
101368,Yes,2022-02-17,2.91
101369,False,2024-01-12,
101370,No,2023-10-14,
101371,No,2021-09-25,
101372,No,2021-12-26,
101373,Yes,2021-11-02,2.16
101374,No,2022-04-04,
101375,Yes,2021-12-22,7.5
101376,Yes,2022-09-20,2.64
101377,No,2024-03-31,
101378,False,2022-12-19,
101379,Y,2024-04-28,2.87
101380,No,2022-10-18,
101381,No,2022-09-08,
101382,No,2022-12-11,
101383,No,2024-08-26,
101384,No,2021-08-04,
101385,No,2023-03-13,
101386,No,2024-07-26,
101387,No,2023-02-15,-1.0
101388,Yes,2022-01-05,2.7
101389,No,2024-02-20,
101390,Yes,2024-01-01,1.82
101391,Yes,2023-06-20,2.81
101392,0,2023-08-09,
101393,Yes,2024-01-07,1.57
101394,Yes,2023-12-11,3.06
101395,Yes,2023-08-29,2.69
101396,No,2022-07-12,
101397,No,2022-10-25,
101398,Y,2023-08-14,2.99
101399,No,2021-11-09,
101400,Yes,2024-06-08,2.58
101401,No,2022-11-15,
101402,No,2021-10-03,
101403,No,2024-03-12,
101404,No,,
101405,Yes,2022-01-03,2.41
101406,No,2024-04-06,
101407,No,2022-06-22,
101408,No,2022-08-06,
101409,yes,2023-06-07,2.11
101410,No,2023-07-18,
101411,No,2022-09-28,
101412,No,2022-10-30,
101413,No,2023-10-30,
101414,Yes,2022-09-09,2.41
101415,No,2022-03-14,
101416,No,2021-10-31,
101417,No,,
101418,No,2024-02-01,
101419,No,2024-01-16,
101420,No,2023-04-23,
101421,Yes,2023-11-05,1.75
101422,No,2022-11-22,
101423,1,2023-01-30,2.31
101424,False,2024-04-09,
101425,No,2023-03-24,
101426,No,2024-01-23,
101427,No,2023-06-26,
101428,Yes,2023-04-23,2.25
101429,Yes,2024-01-15,2.91
101430,Yes,2022-09-12,2.35
101431,No,2023-12-17,
101432,No,2023-11-12,
101433,No,2022-09-27,
101434,No,2022-06-13,
101435,No,2022-01-24,
101436,No,2023-09-01,
101437,False,2022-11-30,
101438,Yes,2024-06-16,1.46
101439,Yes,2023-11-27,2.09
101440,Yes,2023-06-17,7.5
101441,No,2023-07-27,
101442,1,2022-05-11,2.27
101443,Yes,2024-07-12,2.76
101444,No,2024-08-08,
101445,No,2023-03-27,
101446,No,2022-07-22,
101447,Yes,2022-08-10,2.48
101448,No,2023-04-03,
101449,No,2023-04-14,
101450,No,2022-07-05,
101451,Yes,2022-07-27,3.4
101452,Yes,2022-05-16,3.13
101453,No,2024-06-27,
101454,No,2023-11-12,
101455,True,2023-07-04,3.05
101456,No,2023-01-19,
101457,Yes,2022-11-24,3.22
101458,Yes,2024-07-26,2.62
101459,No,2024-08-26,
101460,Yes,2023-02-28,2.75
101461,Yes,2023-01-03,1.88
101462,Yes,2022-04-26,1.55
101463,No,2023-08-03,
101464,No,2024-03-17,
101465,No,2023-12-28,
101466,Yes,2022-07-13,1.93
101467,Yes,2022-08-23,2.86
101468,Yes,2024-07-11,2.31
101469,no,2024-04-26,
101470,Yes,2022-07-21,3.38
101471,Yes,2023-10-19,3.06
101472,No,2021-11-10,
101473,Yes,2023-01-27,2.45
101474,No,2023-07-12,
101475,Yes,2022-05-03,2.99
101476,No,2023-08-01,
101477,No,2024-06-18,
101478,No,2022-11-05,
101479,No,2024-08-19,
101480,No,2023-05-02,
101481,Yes,2023-10-13,2.52
101482,Yes,2022-01-14,2.83
101483,No,2021-12-11,
101484,No,,
101485,No,2022-08-28,
101486,No,2022-01-08,
101487,No,2023-06-14,
101488,No,2023-09-10,
101489,No,2024-04-12,
101490,Yes,2022-02-14,2.82
101491,No,2022-08-26,
101492,No,2022-03-03,
101493,Yes,2021-10-11,2.78
101494,No,2022-01-06,
101495,Yes,2023-08-02,3.67
101496,Yes,2023-01-26,2.1
101497,No,2024-04-07,
101498,No,2022-04-03,
101499,No,2024-04-09,
101500,Yes,2023-10-05,1.98
101501,No,2021-11-01,
101502,No,2022-08-03,
101503,0,2024-07-12,
101504,No,2023-08-12,
101505,YES,2022-09-07,2.26
101506,No,2023-06-05,
101507,No,2023-12-20,
101508,yes,2021-11-07,1.86
101509,Yes,2021-09-16,2.9
101510,No,2024-02-29,
101511,No,,
101512,No,2022-09-12,
101513,Yes,2023-01-02,3.02
101514,Yes,2021-10-23,2.26
101515,Yes,2023-07-05,2.43
101516,Yes,2022-12-29,2.92
101517,No,2022-01-31,
101518,No,2022-07-28,
101519,Yes,2024-03-31,2.79
101520,No,2023-03-16,
101521,No,2023-02-18,
101522,No,2024-08-06,
101523,Yes,2023-12-04,2.41
101524,Yes,2023-02-24,2.08
101525,Yes,2024-06-21,2.39
101526,No,2023-02-03,
101527,yes,2024-01-15,2.38
101528,No,2023-04-24,
101529,No,2024-05-01,
101530,No,2022-06-18,
101531,No,2024-01-14,
101532,Yes,2022-04-10,2.23
101533,No,2023-08-13,
101534,No,2022-10-21,
101535,No,2023-11-29,
101536,No,2024-02-27,
101537,Yes,2024-03-23,2.72
101538,No,2023-09-02,
101539,No,2023-11-01,
101540,Yes,2024-08-14,2.4
101541,yes,2022-06-29,2.28
101542,No,,
101543,Yes,2022-12-07,1.81
101544,No,2023-01-25,
101545,Yes,2022-03-06,2.35
101546,No,2023-11-13,
101547,No,2022-07-04,
101548,Yes,2023-04-21,2.76
101549,No,2023-04-03,
101550,Yes,2022-02-10,1.93
101551,No,2023-12-09,
101552,Yes,2023-12-31,1.92
101553,No,2021-09-27,
101554,No,2022-03-26,
101555,0,2022-03-07,
101556,No,2022-04-14,
101557,0,2022-11-13,-1.0
101558,No,2022-11-04,
101559,no,2023-10-11,
101560,No,2023-06-09,
101561,NO,2022-01-06,
101562,NO,2022-11-16,
101563,No,2023-01-30,
101564,Yes,2022-08-27,2.86
101565,yes,2023-11-04,2.05
101566,No,2023-12-04,
101567,No,2021-10-20,
101568,No,2024-08-04,
101569,No,2024-04-07,
101570,Yes,,3.38
101571,No,2023-07-19,
101572,No,2023-12-25,
101573,No,2022-11-12,
101574,Yes,2023-03-28,2.42
101575,Yes,2022-05-06,1.76
101576,Yes,2023-11-17,2.95
101577,Yes,2024-01-22,1.97
101578,Yes,2021-10-21,2.22
101579,No,2022-06-03,
101580,Yes,2024-01-31,1.6
101581,Yes,2022-06-30,2.13
101582,Yes,2021-11-17,2.06
101583,No,2021-12-31,
101584,Yes,2021-08-12,2.5
101585,Yes,2023-11-25,2.61
101586,Yes,2022-10-21,2.13
101587,Yes,2021-11-20,1.28
101588,No,2024-07-17,
101589,No,2022-03-09,
101590,No,2024-01-07,
101591,No,2021-09-24,
101592,Yes,,2.58
101593,No,2022-02-27,
101594,No,2022-11-05,
101595,0,2022-03-20,
101596,True,2022-04-18,1.17
101597,Yes,2022-03-27,2.91
101598,No,2022-10-26,
101599,No,2021-10-23,
101600,No,2023-02-10,
101601,no,2021-09-19,
101602,No,2023-07-11,
101603,No,2022-03-06,
101604,Yes,2023-08-30,2.55
101605,No,2021-10-28,
101606,No,2023-10-18,
101607,Yes,2022-08-16,1.91
101608,No,2021-12-11,
101609,Yes,2021-11-20,3.98
101610,No,2024-02-09,
101611,Yes,2022-08-24,2.33
101612,No,2022-01-09,
101613,YES,2024-08-14,3.0
101614,No,2021-10-10,
101615,No,2021-11-12,
101616,Yes,2022-05-16,2.13
101617,No,2023-04-02,
101618,No,2023-07-16,
101619,No,2023-01-29,
101620,No,2024-08-30,
101621,No,2023-09-04,
101622,No,2021-09-12,
101623,No,2023-02-14,
101624,True,2021-12-11,2.2
101625,No,2023-07-22,
101626,Yes,2024-02-26,1.47
101627,No,2023-10-22,
101628,No,2023-06-27,
101629,Yes,2023-10-13,1.87
101630,NO,2022-11-09,
101631,No,2021-10-24,
101632,No,2024-08-15,
101633,No,2022-07-04,
101634,No,2024-05-27,
101635,No,2023-09-05,
101636,No,2023-04-30,
101637,No,2023-05-18,
101638,No,2024-05-02,
101639,Yes,2023-07-22,2.13
101640,Yes,2021-12-13,3.49
101641,Yes,2023-03-04,2.69
101642,Yes,2023-12-23,2.57
101643,No,2024-08-28,
101644,N,2023-06-03,
101645,True,2022-04-24,3.15
101646,N,2024-08-10,
101647,No,2024-09-01,
101648,No,2024-01-17,
101649,No,,
101650,No,2022-12-23,
101651,no,2023-08-22,
101652,No,2022-02-14,
101653,Yes,2022-05-25,3.15
101654,No,2023-03-24,
101655,No,2023-01-08,
101656,Yes,2023-11-02,2.85
101657,Yes,2023-02-19,1.84
101658,Yes,2023-01-16,1.44
101659,Yes,2022-12-27,2.43
101660,No,2021-08-30,7.5
101661,N,2024-03-02,
101662,No,2021-08-13,
101663,no,2023-02-06,
101664,Yes,2022-07-24,2.21
101665,No,2021-09-06,
101666,No,2022-05-19,
101667,No,2023-08-09,
101668,Yes,2022-08-18,2.29
101669,No,2024-07-12,
101670,yes,2024-01-31,2.3
101671,No,2022-03-11,
101672,No,2023-03-03,
101673,Yes,2021-10-24,1.64
101674,No,2022-02-26,
101675,Yes,2022-08-08,2.22
101676,Yes,2021-10-14,2.48
101677,No,2022-05-04,
101678,No,2022-02-13,
101679,NO,2024-01-29,
101680,No,2023-09-24,
101681,Yes,2021-09-08,2.88
101682,No,2024-02-23,
101683,no,2022-12-11,
101684,No,2022-09-21,
101685,No,,
101686,0,2022-05-29,
101687,Yes,2023-11-21,1.57
101688,Yes,2023-05-15,3.18
101689,No,2022-06-03,
101690,No,2024-08-07,
101691,Yes,2022-06-09,2.54
101692,NO,2022-07-08,
101693,No,2023-10-14,
101694,No,2024-01-08,
101695,No,2021-11-12,
101696,yes,2022-03-24,2.71
101697,no,2023-09-16,
101698,Yes,2023-07-02,2.4
101699,yes,2022-08-21,2.63
101700,Yes,2022-06-18,3.44
101701,No,2022-04-15,
101702,No,2024-04-12,
101703,No,2022-06-02,
101704,No,2022-02-06,
101705,No,2024-05-21,
101706,No,2023-08-24,
101707,Yes,2023-06-06,3.21
101708,no,2024-08-15,
101709,1,2022-05-23,2.46
101710,No,2023-10-09,
101711,No,2022-10-27,
101712,No,2022-08-27,
101713,Yes,2022-09-29,1.73
101714,Yes,2024-03-03,0.99
101715,Yes,2023-04-04,2.44
101716,Yes,2024-01-18,2.73
101717,No,2024-02-07,
101718,No,2024-02-22,
101719,Yes,2022-01-24,2.26
101720,No,2023-08-09,
101721,Yes,2022-02-13,3.35
101722,No,2021-08-05,
101723,No,2023-08-31,
101724,No,2023-11-26,
101725,No,2022-12-20,
101726,No,2024-01-26,
101727,No,2024-03-12,
101728,True,2024-06-09,2.18
101729,No,2021-09-23,
101730,No,2024-08-05,
101731,No,2022-07-01,
101732,No,2024-04-21,
101733,Yes,2023-01-22,2.96
101734,Y,2022-10-13,2.39
101735,No,2022-04-26,
101736,No,2024-06-04,
101737,No,2023-05-12,
101738,No,2023-06-09,
101739,No,2023-01-28,
101740,Yes,2022-04-18,3.29
101741,No,2022-11-15,
101742,No,2024-06-16,
101743,No,,
101744,No,2023-07-15,
101745,N,2024-01-27,
101746,Yes,2021-09-07,2.4
101747,No,2023-11-22,
101748,No,2022-07-10,
101749,yes,2022-01-29,2.93
101750,Yes,2022-01-31,2.32
101751,No,2023-10-29,
101752,No,2023-10-04,
101753,Yes,2023-08-24,3.3
101754,1,2023-05-19,2.61
101755,No,2022-03-18,
101756,Yes,2022-12-12,1.21
101757,1,2023-10-24,2.65
101758,Yes,2024-05-26,2.78
101759,No,2024-08-19,
101760,False,2024-01-18,
101761,No,2023-05-20,
101762,NO,2023-05-26,
101763,No,2023-12-04,
101764,No,2023-09-17,
101765,No,2024-03-15,
101766,No,2022-12-20,
101767,Yes,2022-12-12,1.82
101768,No,2023-10-02,
101769,No,2021-10-15,
101770,Yes,2023-12-31,2.12
101771,Yes,2023-10-18,4.0
101772,yes,,1.58
101773,Yes,2022-06-23,2.83
101774,No,2023-04-13,
101775,NO,2023-04-28,
101776,No,2023-09-04,
101777,NO,2023-08-07,
101778,No,2022-03-24,
101779,No,2023-04-20,
101780,Yes,2021-11-05,1.67
101781,Yes,2023-07-23,2.15
101782,Yes,2024-05-26,2.65
101783,Yes,2023-02-07,1.63
101784,N,2023-06-16,
101785,No,2024-09-01,
101786,No,2022-06-14,
101787,No,2022-03-14,
101788,Yes,2024-03-11,2.56
101789,No,2023-02-20,
101790,0,2024-05-29,
101791,No,2022-04-08,
101792,Yes,2021-11-03,2.67
101793,Y,2023-10-30,2.24
101794,No,2024-07-27,
101795,No,2022-04-07,-1.0
101796,No,2024-07-12,
101797,Yes,2022-10-19,2.83
101798,Yes,2022-12-29,2.95
101799,No,2024-05-05,
101800,No,2021-11-04,
101801,no,2024-06-13,
101802,No,2021-10-22,
101803,No,2021-12-10,
101804,No,2022-08-03,
101805,NO,2024-02-21,
101806,No,2021-08-17,
101807,No,2023-07-03,
101808,No,2022-10-14,
101809,No,2022-08-09,
101810,No,2023-09-13,
101811,Yes,,2.23
101812,No,2023-10-06,
101813,No,2022-06-06,
101814,Yes,2022-10-24,1.53
101815,NO,2023-08-25,
101816,YES,2023-08-05,2.84
101817,Yes,2022-11-19,3.52
101818,no,2023-02-23,
101819,No,2023-05-05,
101820,Yes,2022-02-16,1.42
101821,Yes,2021-11-13,2.32
101822,Yes,2023-03-31,1.93
101823,No,2023-06-28,
101824,no,2021-10-23,
101825,Yes,2023-01-09,2.75
101826,Yes,2023-03-11,3.16
101827,No,2024-06-26,
101828,No,2022-04-21,
101829,No,2022-02-17,
101830,No,2022-03-18,
101831,Yes,2023-09-03,2.71
101832,No,2022-04-01,
101833,No,2023-02-26,
101834,Yes,2023-11-08,2.05
101835,Yes,2022-02-17,3.61
101836,Yes,2022-07-05,3.05
101837,Yes,2024-06-02,2.65
101838,Yes,2022-05-20,1.77
101839,No,2023-03-15,
101840,Yes,2024-03-06,2.64
101841,No,2022-02-17,
101842,No,2023-02-19,
101843,Yes,2023-10-12,2.58
101844,No,2022-05-02,
101845,No,2022-06-24,
101846,No,2023-11-28,
101847,No,2024-07-21,
101848,No,2023-02-26,
101849,No,2024-07-14,
101850,No,2021-10-05,
101851,No,2022-02-20,
101852,Yes,2022-12-04,3.22
101853,Yes,2023-03-30,2.22
101854,No,2024-07-13,
101855,No,2022-12-24,
101856,No,2022-07-05,
101857,Yes,2023-10-24,1.0
101858,No,2023-09-03,
101859,No,2022-11-06,
101860,No,2022-08-09,
101861,No,2023-07-14,
101862,No,2023-03-12,
101863,No,2021-09-02,
101864,Yes,2024-08-05,1.82
101865,Yes,2023-02-07,2.28
101866,No,2023-07-09,
101867,No,2022-01-29,
101868,No,2022-09-29,
101869,No,2024-07-10,
101870,No,2024-02-18,
101871,yes,2024-06-09,2.38
101872,True,2022-02-22,3.12
101873,No,2024-03-13,
101874,Yes,2024-01-31,3.51
101875,No,2022-09-03,
101876,No,2023-04-27,
101877,Y,2023-11-08,2.08
101878,No,2024-06-25,
101879,No,2024-04-23,
101880,No,2022-12-09,
101881,Yes,2023-05-14,2.28
101882,No,2024-07-09,
101883,No,2022-12-16,
101884,Yes,2022-04-20,2.69
101885,No,2023-08-17,
101886,No,2024-03-19,
101887,Yes,2023-06-08,2.72
101888,No,2021-09-09,
101889,No,2024-03-09,
101890,No,2023-02-25,
101891,No,2023-06-12,
101892,No,2023-08-28,
101893,No,2023-10-21,
101894,Yes,2022-03-23,2.9
101895,NO,2022-10-26,
