student_id,scholarship_awarded,award_date
101128,No,2023-05-29
101129,Yes,2022-10-16
101130,No,2021-10-25
101131,No,2021-05-28
101132,No,2021-02-08
101133,No,2023-02-06
101134,No,2022-11-27
101135,No,2023-01-29
101136,No,2023-01-11
101137,Y,2021-12-02
101138,No,2022-12-27
101139,No,2022-11-08
101140,No,2021-10-15
101141,True,2021-09-18
101142,No,2021-08-06
101143,No,2023-04-18
101144,Yes,2022-06-06
101145,No,2023-08-31
101146,No,2023-06-03
101147,No,2022-04-30
101148,No,2022-07-31
101149,Yes,2021-12-07
101150,No,2023-04-03
101151,No,2022-10-18
101152,Yes,2021-08-13
101153,No,2021-07-28
101154,No,2022-02-14
101155,No,2023-08-14
101156,No,2022-06-02
101157,No,2023-07-18
101158,No,2021-02-20
101159,No,2023-02-25
101160,No,2022-11-30
101161,1,2021-06-11
101162,No,2021-08-28
101163,NO,2022-02-12
101164,No,2023-06-16
101165,No,2023-05-03
101166,No,2021-01-02
101167,YES,2022-04-03
101168,No,2021-05-25
101169,Yes,2021-11-24
101170,NO,2021-02-24
101171,No,2021-04-24
101172,No,2023-06-11
101173,No,2021-08-26
101174,No,2023-04-07
101175,No,2022-06-16
101176,Yes,2022-02-07
101177,No,2023-08-11
101178,No,2021-04-09
101179,No,2021-04-13
101180,No,2023-08-21
101181,No,2022-10-26
101182,No,2021-11-18
101183,No,2022-04-07
101184,No,2021-12-03
101185,No,2023-08-14
101186,Yes,2023-08-14
101187,0,2022-08-16
101188,N,2022-03-06
101189,No,2022-08-20
101190,No,2022-04-05
101191,Yes,2022-01-30
101192,Yes,2022-01-22
101193,Yes,2022-11-03
101194,Yes,2023-03-31
101195,Yes,2022-01-14
101196,No,2022-05-28
101197,No,2023-02-25
101198,No,2021-11-06
101199,No,2021-01-26
101200,No,2021-10-03
101201,No,2021-07-18
101202,No,2021-11-16
101203,Yes,2023-01-23
101204,No,2021-05-07
101205,No,2022-02-02
101206,No,2023-06-15
101207,No,2023-06-17
101208,No,2022-11-27
101209,No,2021-03-02
101210,False,2023-02-27
101211,False,2021-01-24
101212,No,2023-08-10
101213,No,2021-08-23
101214,No,
101215,Yes,2021-02-14
101216,No,2022-11-20
101217,no,2021-04-15
101218,Yes,2022-11-20
101219,No,2022-04-24
101220,No,2022-01-28
101221,Yes,2021-11-11
101222,No,2021-01-28
101223,No,2023-07-12
101224,No,2023-01-31
101225,No,2021-09-17
101226,True,2023-05-26
101227,no,2022-05-29
101228,No,2021-02-09
101229,No,2022-11-03
101230,No,2023-03-16
101231,No,2022-11-25
101232,Yes,2022-05-09
101233,Yes,2023-08-20
101234,Yes,2023-03-13
101235,Y,2022-12-23
101236,Yes,2023-01-05
101237,No,2022-11-22
101238,No,2023-03-20
101239,N,2021-12-23
101240,Yes,2022-01-16
101241,No,2021-05-15
101242,No,2022-11-15
101243,No,2023-02-28
101244,Y,2021-07-23
101245,No,2023-06-22
101246,No,2022-05-30
101247,0,2022-01-27
101248,No,2023-07-06
101249,Yes,2021-08-18
101250,No,2021-12-26
101251,N,2023-01-05
101252,No,2021-06-22
101253,Yes,2022-11-13
101254,Y,2021-08-30
101255,No,
101256,Yes,2022-05-29
101257,No,2021-03-30
101258,Yes,2022-09-25
101259,Yes,2021-07-01
101260,no,2023-02-17
101261,No,2022-12-28
101262,Yes,2021-09-22
101263,No,2021-01-10
101264,No,2022-05-13
101265,Yes,2022-05-12
101266,No,2021-08-13
101267,Yes,2022-11-15
101268,NO,
101269,No,2022-12-24
101270,No,2021-05-01
101271,No,2022-11-03
101272,No,2023-05-30
101273,No,2023-01-11
101274,No,2021-12-22
101275,Yes,2022-06-26
101276,N,2021-01-26
101277,No,2021-03-11
101278,No,2022-01-13
101279,Yes,2023-01-07
101280,No,2021-04-22
101281,No,2023-01-09
101282,No,2022-02-28
101283,No,2022-12-02
101284,Yes,2022-09-23
101285,No,2021-11-11
101286,No,2021-12-04
101287,No,2022-05-06
101288,Yes,2021-07-04
101289,No,2022-08-24
101290,0,2021-12-06
101291,Yes,2021-09-29
101292,No,2023-05-19
101293,0,2023-03-21
101294,No,2021-09-06
101295,Yes,2021-06-16
101296,No,2022-07-20
101297,No,2022-02-14
101298,Yes,2022-12-26
101299,Yes,2021-09-19
101300,No,2022-03-07
101301,Yes,2021-07-19
101302,N,2023-01-23
101303,No,2021-04-17
101304,N,2022-08-16
101305,No,2021-08-20
101306,No,2022-01-06
101307,No,2022-05-21
101308,No,2022-03-28
101309,No,2022-12-11
101310,Yes,2021-08-03
101311,No,2023-07-20
101312,Yes,2021-10-08
101313,No,2023-08-24
101314,No,2022-02-08
101315,No,2021-04-23
101316,Yes,2021-08-20
101317,No,2021-09-24
101318,No,2023-07-03
101319,No,2021-10-15
101320,No,2021-04-22
101321,No,2021-04-14
101322,Yes,2021-09-12
101323,No,2021-07-05
101324,No,2021-02-03
101325,NO,2022-08-04
101326,No,2021-10-01
101327,No,2021-08-27
101328,No,2023-03-06
101329,No,2022-02-06
101330,Yes,2021-09-05
101331,Yes,2022-09-22
101332,No,2023-02-09
101333,N,2022-02-19
101334,No,2023-05-03
101335,No,2021-09-22
101336,1,2022-02-01
101337,No,2021-05-13
101338,No,2023-01-09
101339,No,2021-05-19
101340,N,2022-08-09
101341,No,2021-02-07
101342,No,2022-05-25
101343,False,2022-09-05
101344,No,2023-08-04
101345,No,2022-09-10
101346,No,2022-06-06
101347,Yes,2022-01-21
101348,YES,2023-08-31
101349,No,2023-05-20
101350,No,2023-07-02
101351,No,2021-01-25
101352,0,2023-02-04
101353,No,2022-12-01
101354,No,2021-02-02
101355,N,2021-05-23
101356,No,2021-12-10
101357,No,2022-07-28
101358,No,2022-07-07
101359,No,2023-07-27
101360,No,2023-08-10
101361,N,2022-02-16
101362,No,2022-07-08
101363,False,2022-11-07
101364,Yes,2022-04-23
101365,N,2022-05-09
101366,No,2021-07-23
101367,No,2023-06-20
101368,Yes,2022-07-13
101369,No,2023-05-11
101370,Yes,2023-02-26
101371,YES,2022-12-06
101372,No,2021-10-17
101373,Yes,2023-04-26
101374,No,
101375,No,2023-01-24
101376,Yes,2022-06-25
101377,No,2022-06-21
101378,Yes,2022-02-09
101379,Y,2022-09-10
101380,No,2021-02-03
101381,No,2021-03-12
101382,No,2022-02-13
101383,No,2023-01-16
101384,No,
101385,No,2021-04-15
101386,No,2023-04-18
101387,No,2022-12-03
101388,Yes,2023-04-05
101389,No,2023-03-05
101390,False,2021-03-15
101391,No,2021-08-16
101392,No,2023-08-17
101393,No,2021-11-28
101394,Yes,2021-03-10
101395,No,2022-01-08
101396,No,2022-09-07
101397,No,2022-09-24
101398,Yes,2022-08-22
101399,No,2021-11-26
101400,No,2022-11-16
101401,No,
101402,No,2023-02-19
101403,No,2021-12-02
101404,No,2023-07-31
101405,No,2021-06-09
101406,No,2021-02-15
101407,yes,2023-02-09
101408,No,2022-12-27
101409,No,2023-06-20
101410,No,2023-07-16
101411,No,2022-11-14
101412,No,2022-11-26
101413,No,2022-07-30
101414,No,2023-02-16
101415,No,2022-08-27
101416,No,2022-07-09
101417,Yes,2023-06-30
101418,0,2022-12-28
101419,Yes,2022-01-12
101420,No,2021-01-16
101421,Yes,2021-03-28
101422,No,2023-06-25
101423,No,2021-08-09
101424,No,2021-07-15
101425,No,2023-01-20
101426,No,2021-12-08
101427,No,2023-03-15
101428,No,2023-08-08
101429,Yes,2021-10-18
101430,0,2023-03-06
101431,Yes,2022-01-16
101432,No,2021-01-25
101433,No,2021-10-04
101434,No,2021-08-12
101435,No,2022-03-18
101436,No,2022-04-12
101437,No,2021-05-08
101438,No,2021-10-31
101439,No,2021-06-15
101440,No,2023-04-19
101441,No,2021-06-24
101442,No,2023-05-04
101443,Yes,2023-04-23
101444,No,2021-11-17
101445,No,2022-12-18
101446,No,2023-01-01
101447,No,2021-10-12
101448,No,2022-03-21
101449,N,2023-01-18
101450,No,2023-08-24
101451,Yes,2021-05-28
101452,Yes,2021-08-08
101453,Yes,2022-03-12
101454,No,2023-07-17
101455,Yes,2022-04-19
101456,No,2022-08-25
101457,Yes,2021-08-26
101458,No,2021-06-01
101459,No,2022-11-15
101460,Yes,2022-12-07
101461,No,2021-09-09
101462,No,2023-06-29
101463,No,2022-12-02
101464,No,2022-11-10
101465,Yes,2023-05-29
101466,No,2022-11-22
101467,Yes,2022-10-09
101468,Yes,2021-10-01
101469,No,2022-01-20
101470,Yes,2023-04-14
101471,Yes,2021-11-28
101472,Yes,2023-03-03
101473,No,2022-03-18
101474,No,2022-08-11
101475,Yes,2022-07-24
101476,No,2021-03-18
101477,No,2022-07-06
101478,No,2023-08-11
101479,No,2022-10-14
101480,No,
101481,No,2023-08-23
101482,No,2023-03-23
101483,No,2022-08-08
101484,Yes,2022-07-22
101485,True,2022-04-03
101486,Yes,2021-03-23
101487,No,2023-05-09
101488,NO,2022-03-19
101489,No,2022-10-28
101490,Yes,2022-05-24
101491,NO,2021-01-25
101492,No,2021-08-11
101493,No,2022-02-18
101494,No,2021-03-16
101495,yes,2023-02-12
101496,Yes,2022-02-27
101497,No,2021-06-26
101498,No,2021-09-10
101499,0,2021-12-29
101500,No,2023-02-15
101501,No,2022-02-17
101502,No,2021-04-12
101503,No,2021-06-04
101504,No,2021-04-23
101505,No,2021-04-15
101506,no,2022-07-01
101507,No,
101508,No,2021-05-02
101509,Yes,2021-11-20
101510,No,2023-01-12
101511,Yes,2022-06-12
101512,No,2022-08-22
101513,Yes,2023-07-10
101514,0,2021-06-23
101515,No,2021-07-02
101516,no,2023-06-22
101517,No,2023-08-02
101518,No,2021-04-21
101519,No,2021-07-25
101520,Yes,2022-04-30
101521,No,2022-12-11
101522,Yes,2022-11-04
101523,No,2021-11-13
101524,No,2021-08-18
101525,NO,2022-06-09
101526,YES,2021-09-16
101527,No,2021-05-06
101528,Yes,2022-06-27
101529,No,2022-06-23
101530,No,2023-04-21
101531,No,2021-03-05
101532,Yes,2021-10-26
101533,No,2023-08-03
101534,No,2022-05-29
101535,No,
101536,No,2022-06-17
101537,Yes,2023-07-24
101538,No,2021-01-09
101539,No,2022-03-21
101540,Yes,2021-06-04
101541,Yes,2022-04-23
101542,False,2023-07-20
101543,NO,2022-02-18
101544,0,2023-05-01
101545,1,2022-03-09
101546,False,2021-04-17
101547,No,2022-10-12
101548,Yes,2023-04-11
101549,No,2022-06-15
101550,No,2023-03-01
101551,no,2022-01-20
101552,No,2023-06-26
101553,No,2021-03-26
101554,Yes,2022-02-23
101555,No,2021-08-12
101556,Yes,2021-05-04
101557,False,2021-10-13
101558,No,2022-05-20
101559,No,2021-06-09
101560,No,2022-05-10
101561,Yes,2023-02-26
101562,No,2021-02-28
101563,No,2022-10-27
101564,No,2022-02-09
101565,Yes,2021-12-27
101566,No,2021-08-21
101567,Yes,2023-07-28
101568,No,2021-02-12
101569,Yes,2022-12-18
101570,Yes,2022-11-23
101571,Yes,2021-09-19
101572,No,2022-08-20
101573,No,2023-05-28
101574,Yes,2021-12-31
101575,No,2021-07-24
101576,Yes,2021-01-17
101577,No,2021-02-25
101578,No,2021-01-09
101579,No,2021-04-23
101580,Yes,2021-06-28
101581,No,2021-04-18
101582,Yes,2022-05-24
101583,No,2021-04-06
101584,No,2022-11-14
101585,Yes,2021-07-17
101586,No,2022-07-25
101587,No,2023-01-05
101588,No,2021-02-18
101589,No,2021-02-28
101590,No,2021-06-04
101591,No,2021-10-17
101592,NO,
101593,Yes,2023-02-08
101594,No,
101595,No,2023-01-07
101596,No,2022-05-02
101597,Yes,2021-10-06
101598,YES,2021-10-22
101599,No,2022-12-08
101600,0,2021-05-18
101601,1,2021-08-04
101602,No,2023-01-28
101603,No,2022-07-21
101604,No,2021-10-11
101605,No,2023-06-19
101606,No,2022-02-10
101607,Yes,2023-04-19
101608,No,2022-03-04
101609,No,2022-09-26
101610,Yes,2022-11-16
101611,N,2022-06-25
101612,No,2021-11-19
101613,No,2021-03-13
101614,No,2022-06-25
101615,No,2021-02-22
101616,No,2023-03-16
101617,No,2022-12-03
101618,True,2022-07-02
101619,No,2022-03-23
101620,No,2022-09-07
101621,Yes,2021-03-30
101622,No,2021-05-20
101623,No,2022-10-07
101624,No,2022-04-25
101625,False,2022-01-02
101626,No,2022-11-01
101627,N,2021-01-03
101628,Yes,2022-02-01
101629,No,2021-05-28
101630,NO,2022-06-24
101631,Yes,2021-03-23
101632,No,2023-03-31
101633,No,2023-08-28
101634,No,2022-03-23
101635,No,2023-05-07
101636,No,2023-06-03
101637,Yes,2021-05-17
101638,Yes,2022-07-14
101639,No,2022-03-11
101640,Yes,2022-03-11
101641,No,2022-09-06
101642,Yes,2022-10-07
101643,No,2023-06-04
101644,Yes,2021-03-09
101645,Yes,2022-12-24
101646,False,2022-05-30
101647,No,2021-09-15
101648,No,2023-02-05
101649,No,2023-05-04
101650,Yes,2021-11-15
101651,No,2023-02-26
101652,No,2021-05-19
101653,No,2021-12-04
101654,No,2022-02-21
101655,No,2021-06-03
101656,1,2022-07-27
101657,No,2021-01-05
101658,No,2022-11-25
101659,No,2021-05-10
101660,No,2023-04-11
101661,No,2022-10-09
101662,No,2023-05-28
101663,No,2021-10-23
101664,Yes,2021-07-04
101665,No,2022-04-13
101666,Yes,2021-04-14
101667,Yes,
101668,False,2021-03-10
101669,Yes,2023-03-07
101670,N,2021-10-09
101671,True,2023-02-18
101672,No,2021-05-08
101673,No,2022-08-22
101674,no,2021-02-09
101675,No,2022-11-08
101676,No,2021-12-12
101677,False,2022-07-22
101678,No,2021-12-03
101679,No,2022-04-19
101680,N,2021-01-05
101681,no,2023-07-03
101682,0,2021-09-06
101683,No,2022-11-08
101684,No,2021-03-21
101685,No,2023-07-09
101686,yes,2022-05-27
101687,No,2021-09-20
101688,Yes,2023-06-10
101689,No,2021-05-27
101690,No,2022-09-18
101691,Yes,2023-01-30
101692,No,2022-01-25
101693,No,2022-05-17
101694,No,2023-05-07
101695,NO,2022-11-25
101696,No,2021-02-13
101697,No,2022-04-07
101698,Yes,2023-03-15
101699,No,2021-10-15
101700,Yes,2021-04-19
101701,No,2022-03-08
101702,Yes,2023-05-15
101703,N,2022-08-17
101704,Yes,2022-05-27
101705,Yes,2023-01-24
101706,No,2021-08-13
101707,Yes,2022-03-07
101708,No,2022-05-28
101709,No,2023-02-20
101710,No,2022-02-10
101711,No,2021-09-27
101712,No,2022-08-07
101713,No,2022-11-30
101714,No,2021-07-31
101715,No,2021-05-04
101716,Yes,2023-01-27
101717,No,2022-01-15
101718,No,2022-11-02
101719,No,2023-02-22
101720,Yes,2023-02-26
101721,Yes,2021-08-05
101722,N,2021-01-23
101723,Yes,2022-09-29
101724,No,2022-06-30
101725,0,2021-12-25
101726,No,2023-07-01
101727,Yes,2023-03-28
101728,No,2022-12-16
101729,No,2023-05-06
101730,no,2022-03-08
101731,No,2023-05-07
101732,No,2022-08-11
101733,No,2023-07-28
101734,Yes,2023-04-16
101735,No,2023-02-07
101736,No,2021-03-14
101737,No,2022-09-14
101738,No,2021-11-23
101739,No,2021-03-20
101740,Yes,2023-01-17
101741,Yes,2023-01-06
101742,Yes,2022-12-25
101743,No,2021-07-13
101744,No,2022-09-10
101745,No,2021-10-12
101746,Yes,2021-03-19
101747,No,2021-06-07
101748,False,2021-12-14
101749,Yes,2023-08-24
101750,No,2023-07-03
101751,Yes,
101752,No,2022-07-25
101753,Yes,2021-02-09
101754,Yes,2023-03-20
101755,No,2021-01-30
101756,No,2022-07-27
101757,Yes,2023-06-15
101758,Yes,2022-06-19
101759,N,2022-06-22
101760,No,
101761,No,2021-05-04
101762,No,2022-07-14
101763,No,2023-08-08
101764,No,2021-12-08
101765,1,2021-06-24
101766,False,2023-06-07
101767,No,2021-10-14
101768,No,2021-07-24
101769,No,2022-08-05
101770,No,2021-11-19
101771,Yes,2022-07-04
101772,No,2021-03-01
101773,No,2021-06-23
101774,No,2023-07-26
101775,No,2021-04-24
101776,Yes,2021-05-05
101777,0,2021-02-05
101778,Yes,2022-04-29
101779,No,2023-03-31
101780,Yes,2021-02-06
101781,0,2021-12-24
101782,no,2022-10-30
101783,N,2023-02-04
101784,No,2021-08-27
101785,No,2022-10-12
101786,Yes,2023-04-24
101787,No,2022-01-22
101788,No,2022-06-17
101789,Yes,2021-02-07
101790,NO,2022-05-16
101791,No,2021-07-19
101792,False,2022-07-19
101793,N,2021-12-31
101794,No,2023-07-12
101795,True,2022-04-02
101796,No,2022-10-19
101797,Yes,2022-03-02
101798,Yes,2022-01-02
101799,No,2021-03-07
101800,N,2022-10-23
101801,No,2021-06-08
101802,No,2022-02-24
101803,No,2023-01-03
101804,No,2022-04-23
101805,No,2022-08-05
101806,No,2023-07-10
101807,No,2022-01-28
101808,Yes,2023-08-27
101809,No,2022-10-23
101810,No,2022-05-25
101811,False,2022-02-12
101812,False,2022-01-06
101813,No,2023-03-01
101814,No,2022-03-03
101815,No,2021-06-30
101816,YES,2021-01-26
101817,No,2023-05-31
101818,Yes,2022-07-12
101819,No,2021-09-15
101820,No,2022-03-18
101821,No,2021-11-04
101822,No,2021-08-27
101823,No,2023-03-06
101824,No,2021-06-09
101825,No,2022-12-11
101826,Yes,2021-07-02
101827,N,2021-04-18
101828,No,2022-05-01
101829,No,2022-03-29
101830,0,2022-07-27
101831,No,2022-11-11
101832,No,2023-07-26
101833,False,2022-04-06
101834,No,2021-09-25
101835,Yes,2021-08-14
101836,Yes,
101837,No,2023-05-10
101838,0,2021-08-03
101839,No,2023-07-09
101840,no,2023-08-25
101841,No,2022-09-23
101842,Yes,2022-11-16
101843,No,2021-05-12
101844,No,2022-10-11
101845,No,2022-07-30
101846,No,2021-02-21
101847,Yes,2023-01-05
101848,No,2023-08-15
101849,No,2023-04-06
101850,No,2023-03-02
101851,No,2022-01-02
101852,No,2021-11-12
101853,no,2021-01-22
101854,No,2021-06-24
101855,No,2022-04-25
101856,No,2022-04-23
101857,No,2021-11-01
101858,YES,2021-09-11
101859,Yes,2021-08-15
101860,Yes,2022-08-27
101861,No,
101862,No,2021-01-31
101863,no,2021-01-15
101864,No,2022-11-27
101865,No,2021-02-03
101866,No,2023-07-10
101867,Yes,2022-08-09
101868,No,2021-09-17
101869,Yes,2023-08-04
101870,No,2022-08-29
101871,No,2022-09-06
101872,YES,2022-06-23
101873,Yes,2023-07-05
101874,No,2023-06-20
101875,No,2021-10-22
101876,No,2022-02-25
101877,No,2022-10-30
101878,No,2022-09-05
101879,No,2021-05-15
101880,Yes,2023-01-16
101881,Yes,
101882,No,2021-08-24
101883,No,2022-06-05
101884,No,2021-03-02
101885,Yes,2021-01-23
101886,no,2021-11-07
101887,No,2021-11-20
101888,No,2022-11-06
101889,No,
101890,No,2021-12-09
101891,False,2021-09-19
101892,No,2022-06-15
101893,No,2021-03-23
101894,True,2021-09-18
101895,No,2021-10-28
101896,False,2023-07-13
101897,Yes,2022-03-09
101898,Yes,2023-08-14
101899,No,2022-05-10
101900,No,2021-02-11
101901,True,2021-08-18
101902,No,2022-05-30
101903,No,2021-07-26
101904,Yes,2023-03-15
101905,No,2022-02-21
101906,No,2022-07-24
101907,N,2021-02-26
101908,No,2023-08-14
101909,No,2023-08-30
101910,No,2023-05-19
101911,No,2023-03-09
101912,No,2022-12-29
101913,No,2023-03-08
101914,Yes,2023-03-13
101915,No,2022-10-11
101916,No,2021-08-03
101917,True,2021-12-27
101918,No,2022-06-08
101919,No,2023-06-06
101920,No,2022-05-02
101921,No,
101922,No,2021-08-27
101923,No,2023-04-15
101924,No,2022-07-07
101925,No,2022-08-10
101926,No,2023-03-16
101927,Yes,2021-04-08
101928,No,2021-01-05
101929,Yes,2022-10-27
101930,Yes,2021-06-24
101931,Yes,
101932,No,2021-04-30
101933,Yes,2022-04-19
101934,No,2023-06-24
101935,No,2022-10-01
101936,Yes,2022-12-10
101937,Yes,2021-01-03
101938,Yes,2021-12-04
101939,Yes,2023-05-27
101940,No,2023-05-08
101941,Yes,2021-08-21
101942,Yes,2022-07-08
101943,No,2021-09-29
101944,No,2022-07-09
101945,Yes,2022-09-25
101946,No,2023-06-19
101947,No,2022-04-26
101948,No,2022-01-26
101949,No,2021-01-02
101950,Yes,2022-06-02
101951,False,2023-08-04
101952,No,2022-04-12
101953,No,2021-03-18
101954,No,2021-12-02
101955,No,2021-11-15
101956,No,2021-03-03
101957,0,2023-03-06
101958,Y,2023-03-24
101959,No,2021-03-18
101960,No,2022-10-07
101961,Yes,2021-07-29
101962,No,2021-04-06
101963,Yes,2023-08-06
101964,False,2023-03-15
101965,No,2022-11-03
101966,No,2022-04-17
101967,No,2021-08-11
101968,No,2023-03-13
101969,No,2023-02-18
101970,no,2023-07-21
101971,No,2022-06-30
101972,No,2022-10-28
101973,Yes,2022-02-22
101974,NO,2021-07-31
101975,No,2021-01-25
101976,No,2023-08-21
101977,Yes,2023-04-29
101978,no,2023-05-05
101979,NO,
101980,No,2021-02-13
101981,No,2022-10-13
101982,Yes,2023-06-26
101983,0,2021-01-11
101984,False,2021-08-31
101985,Yes,2021-01-14
101986,No,2022-09-04
101987,Yes,2021-02-11
101988,No,
101989,No,2021-05-08
101990,No,2023-01-26
101991,No,2022-03-21
101992,no,2021-12-31
101993,No,2022-01-08
101994,No,2023-05-09
101995,Yes,2023-01-20
101996,No,2021-08-15
101997,No,2023-01-07
101998,No,2022-01-09
101999,Yes,2021-11-11
102000,No,2022-07-02
100298,No,2022-09-10
101517,No,2023-08-02
100404,No,2021-03-07
101628,Yes,2022-02-01
100743,No,2022-03-16
101390,False,2021-03-15
100334,No,2022-09-24
100241,No,2022-07-01
101254,Y,2021-08-30
100473,No,2022-04-11
101865,No,2021-02-03
100365,Yes,2022-06-16
101019,yes,2021-09-12
101890,No,2021-12-09
101486,Yes,2021-03-23
100650,No,2021-01-16
100177,Yes,2022-04-17
101595,No,2023-01-07
100019,No,2022-06-13
100258,No,2021-03-28
101121,No,2021-06-30
101588,No,2021-02-18
101333,N,2022-02-19
101430,0,2023-03-06
100520,No,2022-01-08
101317,No,2021-09-24
101524,No,2021-08-18
101672,No,2021-05-08
101446,No,2023-01-01
100232,No,2022-02-19
101497,No,2021-06-26
101356,No,2021-12-10
101834,No,2021-09-25
101022,Yes,2023-01-15
100051,No,2021-08-20
101543,NO,2022-02-18
100273,No,2023-04-16
100538,No,2021-06-15
101647,No,2021-09-15
101611,N,2022-06-25
100111,No,2023-08-26
101734,Yes,2023-04-16
101541,Yes,2022-04-23
101665,No,2022-04-13
101131,No,2021-05-28
100760,No,2021-05-21
101096,Yes,2023-02-05
101417,Yes,2023-06-30
100374,No,2021-09-12
100791,Yes,2023-07-27
100968,No,2021-07-19
100802,No,2021-08-27
100790,No,2021-03-30
101680,N,2021-01-05
101548,Yes,2023-04-11
100907,Yes,2021-08-24
100151,Yes,2022-11-05
100047,No,2023-04-15
100149,Yes,2022-01-02
100128,No,2021-04-07
