student_id,test_date,test_score
101002,2021-01-26,89.2
101003,2020-12-23,82.3
101004,2022-05-30,84.0
101005,2021-10-21,54.6
101006,2022-04-26,79.5
101007,2022-08-10,79.6
101008,2022-06-03,77.0
101009,2020-12-15,75.9
101010,2020-12-12,73.4
101011,2021-09-01,70.2
101012,2022-07-16,89.2
101013,2021-08-19,74.8
101014,2023-04-30,72.7
101015,2022-07-04,80.8
101016,2022-03-15,88.8
101017,2021-10-01,74.4
101018,2022-09-14,52.4
101019,2022-12-03,84.5
101020,2023-02-12,86.0
101021,2020-10-23,91.7
101022,2021-01-14,85.8
101023,2021-01-03,80.9
101024,2021-07-29,95.8
101025,2020-10-02,80.8
101026,2021-11-22,82.9
101027,2021-04-16,75.5
101028,2021-06-10,77.0
101029,2022-08-14,78.6
101030,2020-12-23,88.5
101031,2022-02-15,71.3
101032,2023-05-11,89.8
101033,2022-06-08,58.6
101034,2023-04-24,79.4
101035,2023-03-05,87.5
101036,2023-05-05,81.9
101037,2022-07-23,79.5
101038,2021-01-03,78.6
101039,2022-10-19,68.8
101040,2022-02-18,77.6
101041,2021-09-19,84.5
101042,2023-03-05,72.8
101043,2022-09-15,76.9
101044,2023-03-08,80.3
101045,2021-08-01,72.1
101046,2022-10-28,79.5
101047,2023-03-10,71.7
101048,2023-01-07,93.3
101049,2022-04-05,86.6
101050,2021-06-26,70.8
101051,2022-01-07,89.9
101052,2023-04-08,100.0
101053,2021-05-29,82.7
101054,2022-04-07,80.0
101055,2022-09-26,73.8
101056,2023-04-25,72.7
101057,2021-06-12,88.7
101058,2023-02-01,71.9
101059,2023-01-23,80.1
101060,2023-05-20,96.5
101061,2021-09-15,82.3
101062,2021-06-21,66.6
101063,2021-09-19,85.2
101064,2021-11-16,55.0
101065,2021-06-02,76.1
101066,2023-04-19,59.5
101067,2023-05-07,82.7
101068,2022-08-29,69.0
101069,2022-03-27,77.7
101070,2021-10-14,87.4
101071,2022-04-02,75.8
101072,2021-01-28,87.3
101073,2023-05-18,66.6
101074,2021-08-15,69.9
101075,2022-06-20,87.8
101076,2020-10-22,71.4
101077,2021-04-26,-5.0
101078,2020-10-28,66.7
101079,2021-01-10,80.4
101080,2021-10-15,80.8
101081,2022-01-31,80.6
101082,2020-11-10,92.8
101083,2020-09-15,73.5
101084,2022-06-28,66.7
101085,2021-07-17,73.4
101086,2022-07-07,84.6
101087,2021-12-29,66.9
101088,2022-05-08,80.0
101089,2021-06-13,73.4
101090,2020-10-19,66.8
101091,2023-01-13,81.7
101092,2022-10-22,76.8
101093,2021-06-02,92.7
101094,2022-11-23,77.0
101095,2021-01-16,62.5
101096,2021-01-07,69.3
101097,2021-01-06,70.7
101098,2021-09-24,64.6
101099,2021-02-23,86.2
101100,not_a_date,82.1
101101,2021-11-18,76.0
101102,2023-05-11,91.2
101103,2022-12-09,69.7
101104,2021-06-08,77.5
101105,2022-03-13,76.5
101106,2022-02-19,86.6
101107,2021-04-18,60.5
101108,2022-11-01,75.7
101109,2021-02-20,94.9
101110,2023-05-22,44.6
101111,2020-10-04,63.2
101112,2022-04-13,65.2
101113,2021-08-08,77.2
101114,2022-03-09,83.7
101115,2022-07-30,82.5
101116,2022-10-12,140.0
101117,2021-10-20,84.1
101118,2021-01-03,90.6
101119,2021-10-16,70.4
101120,2021-09-24,86.2
101121,2022-09-26,60.3
101122,2022-12-18,67.6
101123,2023-04-05,77.3
101124,2022-01-18,67.8
101125,2023-03-14,73.0
101126,2021-09-11,63.2
101127,2022-10-20,66.5
101128,2021-07-11,74.2
101129,2022-01-09,94.0
101130,2022-09-03,-5.0
101131,2022-05-05,73.3
101132,2022-08-17,79.7
101133,2021-10-08,68.4
101134,2020-11-22,83.4
101135,2021-09-26,66.8
101136,2021-01-14,64.2
101137,2021-09-06,89.6
101138,2021-10-10,65.9
101139,2021-11-17,68.7
101140,2022-02-20,81.7
101141,2022-05-21,93.0
101142,2023-01-13,75.6
101143,2021-08-01,67.8
101144,2021-10-06,64.0
101145,2022-07-13,84.6
101146,2021-07-02,72.8
101147,2022-06-11,70.0
101148,2021-12-11,80.6
101149,2020-12-01,96.2
101150,2022-09-12,78.6
101151,2021-07-14,73.7
101152,2022-06-26,67.9
101153,2023-03-31,77.5
101154,2020-12-24,70.6
101155,2020-09-11,74.6
101156,2023-05-10,76.5
101157,2023-03-31,67.2
101158,2022-01-25,82.4
101159,2020-10-19,75.4
101160,2021-09-29,81.6
101161,2023-05-18,77.4
101162,2021-09-28,73.0
101163,2021-08-09,74.8
101164,2022-06-26,64.0
101165,2022-03-29,83.3
101166,2022-01-20,
101167,2022-12-25,91.8
101168,2021-05-03,95.1
101169,2021-05-21,63.6
101170,2021-07-10,83.7
101171,2021-01-05,72.6
101172,2022-11-01,82.8
101173,2020-09-19,75.8
101174,2022-07-30,81.4
101175,2020-09-20,68.0
101176,2020-10-14,74.1
101177,2022-08-08,77.0
101178,2020-09-03,72.4
101179,2022-06-14,79.0
101180,2020-09-02,78.7
101181,2021-03-08,65.8
101182,2022-05-13,77.6
101183,2021-12-12,83.8
101184,2022-09-22,78.3
101185,2022-12-16,72.2
101186,2021-02-11,100.0
101187,2020-11-25,75.8
101188,2022-07-31,86.5
101189,2020-09-01,63.1
101190,2021-04-18,68.2
101191,2020-10-28,78.0
101192,2021-04-24,72.3
101193,2021-03-25,85.5
101194,2020-11-18,70.1
101195,2021-03-15,86.4
101196,2022-12-20,74.6
101197,2021-04-13,80.7
101198,2021-10-09,62.7
101199,2021-02-27,57.4
101200,2023-01-11,68.2
101201,2021-07-06,52.7
101202,2023-05-20,74.3
101203,2022-07-17,91.7
101204,2021-08-02,69.6
101205,2022-11-20,62.4
101206,2021-01-14,78.1
101207,2023-04-20,82.4
101208,2023-04-09,72.9
101209,2021-02-24,71.8
101210,2021-11-22,76.2
101211,2021-11-06,77.6
101212,2021-02-20,81.2
101213,2021-11-15,78.8
101214,2021-04-03,72.8
101215,2022-04-21,86.8
101216,2021-06-05,74.3
101217,2022-07-30,81.8
101218,2021-12-26,95.6
101219,2021-06-01,82.1
101220,2022-03-23,78.7
101221,2020-10-15,87.3
101222,2023-05-23,69.9
101223,2022-10-12,67.7
101224,2021-05-13,81.0
101225,2021-12-21,64.6
101226,2021-07-08,85.9
101227,2023-02-02,70.4
101228,2022-01-18,79.3
101229,2021-10-20,66.4
101230,2022-08-12,78.4
101231,2021-03-20,74.1
101232,2022-02-10,60.4
101233,2022-07-07,89.4
101234,2022-10-02,92.8
101235,2023-02-12,94.0
101236,2022-02-23,78.2
101237,2022-03-19,94.6
101238,2022-04-21,82.6
101239,2022-06-23,84.7
101240,2022-09-25,93.4
101241,2023-04-13,84.1
101242,2022-10-07,65.9
101243,2023-04-22,81.0
101244,2021-01-22,100.0
101245,2022-03-15,83.3
101246,2020-09-14,75.2
101247,2022-01-08,64.5
101248,2021-11-20,73.6
101249,2021-08-16,80.4
101250,2021-04-14,64.8
101251,2021-10-09,74.9
101252,2023-01-14,82.0
101253,2022-07-12,79.3
101254,2020-09-22,85.6
101255,2023-02-22,97.2
101256,2022-12-06,96.6
101257,2021-03-24,82.2
101258,2022-01-18,87.1
101259,2021-05-21,78.4
101260,2022-10-14,82.2
101261,2020-11-07,89.1
101262,2021-10-07,97.6
101263,2022-05-12,77.9
101264,2023-01-31,88.7
101265,2020-12-14,88.1
101266,2023-04-19,83.9
101267,2021-06-02,88.5
101268,2021-01-09,83.1
101269,2022-08-05,64.9
101270,2022-09-18,81.9
101271,2023-02-05,83.6
101272,2022-01-30,77.2
101273,2021-04-03,67.9
101274,2020-11-26,72.2
101275,2022-03-08,93.9
101276,2020-12-04,77.7
101277,2020-10-27,81.0
101278,2022-04-01,68.4
101279,2022-08-03,94.6
101280,2023-03-28,70.8
101281,2022-07-31,87.0
101282,2022-04-15,75.3
101283,2022-03-14,77.5
101284,2022-02-16,70.7
101285,2022-07-05,90.1
101286,2022-02-17,79.4
101287,2021-07-17,74.1
101288,2022-02-17,90.6
101289,2022-11-08,62.6
101290,2022-09-23,65.7
101291,2023-04-07,88.6
101292,2023-03-04,73.9
101293,2022-06-23,68.2
101294,2022-05-24,67.5
101295,2021-07-11,92.3
101296,2023-05-13,70.5
101297,2020-09-27,70.3
101298,2021-12-08,99.7
101299,2022-02-19,96.2
101300,2023-02-28,70.2
101301,2021-08-27,80.6
101302,2021-09-18,84.1
101303,2021-06-08,74.2
101304,2021-03-15,
101305,2021-04-12,55.4
101306,2021-06-18,71.8
101307,not_a_date,-5.0
101308,2021-10-06,69.9
101309,2022-05-19,77.0
101310,2022-08-08,96.0
101311,2022-12-20,76.2
101312,2021-06-28,91.3
101313,2022-01-03,63.2
101314,2022-05-08,64.9
101315,2021-11-11,78.7
101316,2021-11-27,85.4
101317,2021-05-27,58.9
101318,2021-12-15,88.5
101319,2023-01-26,72.8
101320,2022-03-29,78.6
101321,2021-03-13,68.7
101322,2022-01-23,80.3
101323,2021-06-29,74.7
101324,2021-06-02,80.2
101325,2021-01-10,63.8
101326,2020-12-20,64.1
101327,2022-04-01,57.9
101328,2021-09-22,90.3
101329,2021-02-03,82.5
101330,2022-03-30,90.6
101331,2021-07-17,89.0
101332,2020-10-03,70.0
101333,2023-01-01,75.1
101334,2020-11-03,92.0
101335,2022-06-22,70.5
101336,2021-06-03,86.1
101337,2022-08-09,74.8
101338,2023-05-16,66.6
101339,2022-05-29,83.7
101340,2021-02-18,77.9
101341,2023-05-07,82.9
101342,2021-11-13,71.9
101343,2021-02-16,79.1
101344,2021-05-19,61.4
101345,2021-07-15,81.5
101346,2022-11-09,82.0
101347,2021-04-05,87.6
101348,2021-09-18,95.1
101349,2021-04-16,69.4
101350,2022-01-08,64.2
101351,2023-02-13,80.3
101352,2023-03-04,81.0
101353,2023-04-01,77.5
101354,2021-08-31,74.4
101355,2021-07-26,88.2
101356,2022-10-01,69.2
101357,2020-12-29,74.2
101358,2022-12-30,80.4
101359,2021-04-20,71.6
101360,2023-05-26,64.6
101361,2021-05-18,75.6
101362,2022-07-27,75.4
101363,2021-06-21,65.6
101364,2021-04-01,90.9
101365,2020-12-03,75.6
101366,2021-05-01,72.7
101367,2022-12-02,77.1
101368,2020-09-14,85.8
101369,2021-05-18,67.9
101370,2021-10-12,93.0
101371,2023-05-10,86.4
101372,2022-05-14,58.9
101373,2022-05-24,90.8
101374,2022-11-12,66.1
101375,2021-01-10,81.3
101376,2020-11-16,86.1
101377,2021-05-14,82.6
101378,2021-12-16,69.8
101379,2020-12-25,79.0
101380,2020-12-30,81.1
101381,2022-02-13,67.7
101382,2022-10-26,71.6
101383,2020-09-14,66.6
101384,2022-02-15,68.7
101385,2022-11-18,69.5
101386,2023-05-18,76.7
101387,2020-10-27,77.0
101388,2022-11-14,91.6
101389,2020-12-10,61.6
101390,2022-11-26,76.1
101391,2022-08-15,83.1
101392,2021-03-14,59.2
101393,2021-01-27,60.4
101394,2021-05-12,94.1
101395,2023-05-04,83.7
101396,2022-07-09,72.3
101397,2022-07-05,79.0
101398,2022-07-26,81.4
101399,2020-12-25,80.6
101400,2020-11-06,83.1
101401,2022-07-28,77.4
101402,2023-05-05,79.2
101403,2022-04-26,80.6
101404,2022-06-18,
101405,2022-01-08,80.3
101406,2020-11-08,
101407,2022-10-05,68.0
101408,2020-11-21,73.5
101409,2022-10-21,65.5
101410,2021-01-21,67.7
101411,2022-03-20,75.7
101412,2022-11-24,
101413,2022-06-24,68.4
101414,2023-03-17,85.8
101415,2023-03-27,80.4
101416,2022-09-05,67.6
101417,2021-02-03,88.2
101418,2022-10-31,73.3
101419,2022-12-25,67.6
101420,2022-06-20,82.5
101421,2022-09-08,86.7
101422,2021-06-19,70.1
101423,2021-01-02,78.4
101424,2021-07-30,72.9
101425,2021-07-19,78.3
101426,2021-08-10,61.8
101427,2021-05-11,90.4
101428,2022-05-22,76.4
101429,2021-11-25,92.9
101430,2021-08-27,81.5
101431,2022-08-26,85.7
101432,2020-11-12,86.6
101433,2021-11-15,84.7
101434,2022-05-12,58.9
101435,2020-11-05,86.9
101436,2021-08-06,69.9
101437,2021-11-14,77.3
101438,2021-04-22,73.6
101439,2023-01-10,81.7
101440,2022-02-21,87.0
101441,2023-05-12,85.0
101442,2020-11-13,74.6
101443,2020-09-29,79.5
101444,2022-04-27,64.9
101445,2022-09-09,76.0
101446,2023-03-14,78.0
101447,2021-12-06,77.6
101448,2022-11-30,80.4
101449,2022-07-25,67.1
101450,2023-05-31,65.1
101451,2022-06-22,85.1
101452,2022-10-23,89.8
101453,2021-08-30,88.7
101454,2022-06-26,70.4
101455,2022-01-10,86.9
101456,2022-03-21,84.9
101457,2021-01-07,93.9
101458,2021-11-27,79.1
101459,2022-01-02,59.9
101460,2023-01-07,94.6
101461,2021-02-05,79.4
101462,2022-01-25,76.9
101463,2022-08-29,65.1
101464,2021-03-16,72.8
101465,2023-03-26,90.2
101466,2021-02-28,74.3
101467,2022-01-12,72.3
101468,2021-06-15,88.2
101469,2022-08-02,77.7
101470,2022-02-25,95.1
101471,2021-04-02,85.1
101472,2021-11-28,90.9
101473,2022-04-10,74.3
101474,2021-10-09,64.5
101475,2021-10-11,87.9
101476,2021-04-17,63.5
101477,2022-03-24,71.9
101478,2021-04-30,88.3
101479,2023-03-02,71.2
101480,2020-09-14,
101481,2023-03-13,83.2
101482,2022-09-29,89.6
101483,2021-09-08,57.3
101484,2021-09-12,92.2
101485,2021-09-12,73.4
101486,2021-05-09,
101487,2022-10-22,78.5
101488,2022-12-17,64.4
101489,2021-08-24,140.0
101490,2021-03-12,90.8
101491,2021-02-14,63.9
101492,2023-05-07,81.5
101493,2021-12-12,83.6
101494,2022-01-25,84.2
101495,2021-02-06,92.8
101496,2023-03-31,90.9
101497,2020-12-11,83.5
101498,2022-09-12,77.8
101499,2021-02-15,83.4
101500,2021-03-10,69.7
101501,2022-07-20,80.0
101502,2023-03-23,70.1
101503,2022-11-16,76.5
101504,2021-07-03,57.4
101505,2021-12-29,80.3
101506,2021-09-08,82.3
101507,2020-12-11,78.2
101508,2022-02-22,71.5
101509,2023-02-27,92.2
101510,2021-07-05,70.1
101511,2020-12-22,87.7
101512,2023-05-10,76.2
101513,2022-03-18,87.0
101514,2021-09-05,81.3
101515,2023-03-10,83.0
101516,2021-05-18,79.7
101517,2020-11-01,
101518,2022-12-01,82.4
101519,2021-04-16,98.6
101520,2022-01-06,87.0
101521,2023-02-26,75.4
101522,2022-07-03,72.9
101523,2020-09-01,68.8
101524,2021-03-13,67.2
101525,2021-12-25,83.7
101526,2022-05-08,70.1
101527,2021-10-12,72.6
101528,2021-08-19,73.9
101529,2021-05-27,81.4
101530,2022-03-24,84.7
101531,2022-08-14,58.9
101532,2022-06-01,65.7
101533,2021-07-22,80.9
101534,2021-10-29,98.8
101535,2023-04-11,72.6
101536,2023-03-02,94.9
101537,2021-12-01,85.4
101538,2022-04-19,74.3
101539,2021-06-07,60.9
101540,2020-09-28,87.5
101541,2023-05-01,90.1
101542,2023-01-27,69.4
101543,2021-02-15,83.3
101544,2022-02-02,85.6
101545,2021-12-05,70.7
101546,2022-11-06,75.0
101547,2021-06-10,75.5
101548,2023-01-18,93.1
101549,2022-05-04,67.2
101550,2020-10-29,57.4
101551,2021-06-27,77.2
101552,2021-04-11,65.7
101553,2020-10-28,76.7
101554,2021-07-09,85.4
101555,2022-08-15,76.2
101556,2021-07-15,89.3
101557,2023-02-20,
101558,2023-04-21,84.5
101559,2022-04-21,62.6
101560,2022-09-01,82.6
101561,2022-12-07,92.5
101562,2021-04-07,75.6
101563,2022-09-23,72.2
101564,2022-02-21,80.4
101565,2021-04-18,88.0
101566,2022-11-07,79.2
101567,2021-01-31,67.2
101568,2022-09-23,73.8
101569,2021-06-22,92.0
101570,2021-07-06,84.9
101571,2021-12-26,86.1
101572,2022-08-16,78.7
101573,2022-10-01,66.6
101574,2022-04-09,89.7
101575,2021-01-27,79.3
101576,2022-08-27,85.6
101577,2021-05-16,67.8
101578,2021-11-29,82.5
101579,2021-07-27,70.2
101580,2022-08-05,96.9
101581,2022-01-28,79.4
101582,2022-09-16,86.4
101583,2021-05-04,79.8
101584,2021-10-19,75.7
101585,2022-12-30,87.1
101586,2021-02-17,77.9
101587,2023-01-06,51.6
101588,2020-11-10,84.7
101589,2020-12-30,78.3
101590,2023-01-22,57.9
101591,2023-02-26,84.0
101592,2023-05-27,82.4
101593,2021-11-26,89.8
101594,2021-11-18,59.6
101595,2022-06-13,72.1
101596,2021-08-06,72.6
101597,2021-10-24,86.4
101598,2021-04-12,85.9
101599,2022-05-03,75.2
101600,2022-04-10,77.2
101601,2021-07-29,89.4
101602,2022-01-04,69.3
101603,2021-04-04,69.8
101604,2022-05-26,80.3
101605,2022-08-19,80.7
101606,2021-03-12,59.9
101607,2022-09-12,84.7
101608,2022-01-25,75.9
101609,2021-12-08,82.9
101610,2023-02-24,85.3
101611,2022-11-18,68.1
101612,2023-04-14,73.1
101613,2020-10-30,80.8
101614,2020-09-08,62.5
101615,2022-05-06,73.7
101616,2023-01-13,67.4
101617,2023-05-31,72.7
101618,2021-04-21,91.3
101619,2022-04-05,76.2
101620,2023-01-26,76.9
101621,2021-11-12,97.8
101622,2023-04-22,76.3
101623,2022-04-21,74.9
101624,2022-02-14,72.8
101625,2022-04-17,69.6
101626,2020-09-14,67.6
101627,2023-02-08,65.6
101628,2021-01-14,93.4
101629,2022-01-30,66.6
101630,2023-05-01,71.9
101631,2023-03-23,85.9
101632,2021-09-18,43.6
101633,2023-05-22,79.6
101634,2020-10-27,76.1
101635,2021-12-01,79.9
101636,2022-07-02,81.8
101637,2021-12-27,88.4
101638,2021-05-15,71.1
101639,2021-07-29,95.1
101640,2021-06-11,90.7
101641,2023-01-21,84.3
101642,2023-01-09,89.1
101643,2023-01-20,61.5
101644,2022-06-16,85.3
101645,2021-03-23,85.9
101646,2021-08-11,82.9
101647,2023-02-17,76.4
101648,2022-01-15,57.8
101649,2022-01-07,83.0
101650,2021-05-24,87.1
101651,2021-10-28,77.3
101652,2022-10-31,77.0
101653,2020-12-20,82.7
101654,2022-11-23,77.9
101655,2021-06-30,80.3
101656,2021-11-24,78.6
101657,2020-10-21,73.9
101658,2022-07-21,80.3
101659,2023-01-28,100.0
101660,2022-08-19,75.8
101661,2022-03-14,58.2
101662,2021-04-12,77.7
101663,2021-11-28,75.3
101664,2021-04-07,74.6
101665,2022-09-28,68.9
101666,2021-01-23,85.0
101667,2022-07-25,100.0
101668,2021-07-24,76.4
101669,2023-01-01,92.9
101670,2023-01-18,74.1
101671,2021-10-02,69.5
101672,2022-04-04,83.1
101673,2021-05-02,59.6
101674,2022-12-21,68.3
101675,2021-06-02,91.3
101676,2021-01-26,84.4
101677,2021-10-19,73.9
101678,2023-02-12,78.2
101679,2022-04-02,71.8
101680,2022-04-14,73.6
101681,2022-01-20,82.9
101682,2022-09-05,76.6
101683,2021-02-05,79.3
101684,2021-05-10,80.7
101685,2021-05-13,
101686,2020-12-22,80.1
101687,2022-07-05,63.8
101688,2020-09-03,92.9
101689,2022-11-17,78.8
101690,2021-11-09,76.2
101691,2023-03-26,80.1
101692,2021-09-10,77.6
101693,2020-09-24,67.5
101694,2021-05-04,72.9
101695,2023-02-05,62.8
101696,2022-11-06,77.2
101697,2022-03-31,64.5
101698,2021-05-02,79.2
101699,2021-12-01,75.2
101700,2022-02-09,99.2
101701,2022-01-06,62.0
101702,2022-12-23,61.9
101703,2022-04-04,69.7
101704,2021-02-16,70.2
101705,2023-01-25,86.2
101706,2020-11-16,76.1
101707,2020-09-12,91.4
101708,2022-06-24,71.1
101709,2021-04-10,82.2
101710,2022-03-08,66.1
101711,2022-09-16,82.4
101712,2022-09-03,64.0
101713,2022-05-03,79.4
101714,2020-09-27,74.7
101715,2021-09-21,78.7
101716,2023-05-07,87.7
101717,2021-10-29,81.3
101718,2021-01-17,70.3
101719,2021-10-06,71.8
101720,2023-03-05,93.0
101721,2021-04-06,80.5
101722,2021-07-11,65.1
101723,2022-11-15,85.1
101724,2022-05-05,75.5
101725,2021-02-05,69.3
101726,2021-03-07,75.6
101727,2020-09-15,-5.0
101728,2020-12-20,80.7
101729,2022-09-05,64.9
101730,2022-04-20,
101731,2021-10-15,81.3
101732,2022-06-27,84.3
101733,2022-03-15,
101734,2020-09-30,89.7
101735,2021-12-04,71.7
101736,2023-02-11,61.0
101737,2022-11-24,69.5
101738,2021-10-30,75.6
101739,2021-09-14,75.9
101740,2023-05-31,93.0
101741,2022-10-17,88.6
101742,2021-05-23,89.3
101743,2022-04-30,68.9
101744,2021-04-28,77.2
101745,2022-07-12,81.3
101746,2021-07-04,87.5
101747,2022-02-08,75.0
101748,2022-11-12,69.0
101749,2022-08-31,85.1
101750,2020-10-30,67.5
101751,2021-12-21,100.0
101752,2020-11-07,76.4
101753,2021-06-26,94.9
101754,2021-10-02,91.6
101755,2022-06-03,73.4
101756,2020-12-15,58.4
101757,2022-03-10,89.6
101758,2022-02-03,100.0
101759,2021-11-01,71.9
101760,2021-02-02,81.1
101761,2021-09-22,76.8
101762,2021-10-10,68.2
101763,2021-09-13,74.8
101764,2022-10-11,63.8
101765,2022-08-07,89.8
101766,2022-05-28,67.4
101767,2021-07-10,69.2
101768,2022-08-02,60.2
101769,2022-09-28,76.0
101770,2022-08-20,78.6
101771,2021-10-03,94.8
101772,2021-02-11,64.8
101773,2022-09-01,87.3
101774,2021-05-22,80.8
101775,2022-06-09,68.1
101776,2022-12-03,90.8
101777,2022-04-21,75.8
101778,2022-04-05,94.0
101779,2020-10-29,-5.0
101780,2022-04-07,59.4
101781,2020-09-07,84.1
101782,2022-05-13,57.2
101783,2022-09-06,64.2
101784,2023-05-06,84.4
101785,2023-01-09,78.6
101786,2023-02-16,91.6
101787,2021-09-09,73.6
101788,2022-04-27,82.2
101789,2021-11-29,100.0
101790,2022-06-26,82.5
101791,2020-10-15,70.9
101792,2021-03-09,84.3
101793,2023-04-12,79.0
101794,2022-09-22,78.9
101795,2022-01-10,92.1
101796,2023-01-26,79.0
101797,2022-08-04,
101798,2023-01-24,85.0
101799,2022-09-25,77.0
101800,2022-10-11,69.4
101801,2021-05-06,70.0
101802,2021-04-15,76.5
101803,2022-07-17,77.3
101804,2022-04-21,84.9
101805,2021-10-09,64.0
101806,2021-05-30,140.0
101807,not_a_date,69.6
101808,2022-08-22,76.3
101809,2023-02-12,75.5
101810,2023-02-27,66.9
101811,2022-01-18,82.1
101812,2021-11-04,67.7
101813,2023-01-13,69.5
101814,2022-10-10,72.1
101815,2022-08-11,72.0
101816,2023-03-08,88.8
101817,2023-03-03,100.0
101818,2021-04-11,93.4
101819,2023-04-28,72.9
101820,2021-02-04,78.4
101821,2020-12-03,79.5
101822,2022-07-01,75.7
101823,2022-01-05,84.6
101824,2021-10-20,67.1
101825,2022-01-18,76.2
101826,2022-11-07,96.5
101827,2022-08-20,71.8
101828,2022-09-14,63.8
101829,2022-09-14,74.2
101830,2023-02-22,68.8
101831,2022-05-05,84.3
101832,2021-12-29,73.1
101833,2023-01-02,75.4
101834,2022-03-20,69.8
101835,2021-05-10,94.3
101836,2021-08-15,70.0
101837,2022-09-15,82.6
101838,2021-08-14,57.0
101839,2022-09-29,82.0
101840,2021-01-13,87.9
101841,2022-08-26,77.0
101842,2022-09-11,89.5
101843,2021-10-07,92.9
101844,2021-09-27,89.5
101845,2021-04-13,76.0
101846,2023-05-10,140.0
101847,not_a_date,87.7
101848,2022-05-09,63.9
101849,2021-04-11,74.7
101850,2023-04-09,69.2
101851,2021-03-19,85.3
101852,2022-10-01,69.0
101853,2023-01-14,63.8
101854,2021-02-01,69.3
101855,2023-04-30,80.8
101856,2022-12-09,56.8
101857,2022-09-08,61.8
101858,2022-10-19,79.0
101859,2021-11-28,89.0
101860,2020-12-12,89.6
101861,2022-08-01,80.6
101862,2020-12-15,80.9
101863,2021-03-29,75.8
101864,2021-06-13,73.4
101865,2021-01-24,75.2
101866,2021-10-24,72.6
101867,2022-04-21,85.7
101868,2022-06-29,82.6
101869,2022-04-04,84.7
101870,2020-09-21,74.7
101871,2021-08-26,77.1
101872,2020-11-18,85.3
101873,2022-09-19,91.4
101874,2021-07-23,78.7
101875,2020-11-16,61.2
101876,2022-04-19,69.6
101877,2021-12-18,75.9
101878,2020-10-10,73.3
101879,2020-09-03,77.8
101880,2020-09-07,73.0
101881,2021-04-08,65.3
101882,2022-10-14,66.4
101883,2023-02-01,65.8
101884,2021-11-08,73.6
101885,2022-10-20,65.1
101886,2020-10-10,74.8
101887,2021-03-03,97.4
101888,2021-03-21,76.0
101889,2021-02-24,75.0
101890,2020-11-27,75.4
101891,2022-02-26,80.2
101892,2020-12-12,78.0
101893,2022-08-10,71.1
101894,2020-12-15,86.7
101895,2021-04-01,63.9
101896,2021-05-15,81.0
101897,2021-05-26,86.0
101898,2021-04-18,86.8
101899,2021-02-05,79.7
101900,2023-02-01,71.7
101901,2023-04-30,93.0
101902,2023-05-17,77.3
101903,2022-05-29,84.1
101904,2022-08-04,90.1
101905,2022-03-05,81.3
101906,2020-12-23,62.7
101907,2020-09-20,77.8
101908,2022-08-28,83.8
101909,2020-10-18,70.0
101910,2021-08-12,65.3
101911,2022-10-29,87.6
101912,2022-12-29,76.0
101913,2020-10-16,74.5
101914,2020-12-08,86.7
101915,2023-05-19,83.1
101916,2023-03-28,90.4
101917,2022-10-03,87.3
101918,2020-12-13,
101919,2021-10-01,73.6
101920,2022-12-09,72.4
101921,2023-04-08,69.2
101922,2022-08-03,65.4
101923,2022-10-11,-5.0
101924,2023-03-28,80.4
101925,2020-09-28,80.8
101926,2021-12-23,80.6
101927,2021-08-27,95.4
101928,2020-10-25,80.1
101929,2022-04-20,79.7
101930,2022-07-04,80.8
101931,2022-02-11,64.2
101932,2023-04-02,84.4
101933,2021-11-12,71.3
101934,2022-02-17,84.0
101935,2022-07-13,71.8
101936,2023-04-01,100.0
101937,2020-09-27,77.9
101938,2022-04-07,85.1
101939,2022-01-27,88.0
101940,2020-12-07,80.6
101941,2022-04-29,88.9
101942,2020-12-02,70.8
101943,2023-02-14,76.7
101944,2021-05-04,74.8
101945,2022-02-22,86.8
101946,2023-01-04,71.4
101947,2021-07-05,81.6
101948,2021-08-08,94.1
101949,2022-01-11,70.5
101950,2021-03-04,75.4
101951,2022-05-03,61.1
101952,2023-03-21,83.8
101953,2021-08-26,67.3
101954,2021-05-06,69.2
101955,2022-07-14,73.9
101956,2023-02-21,59.9
101957,2022-01-16,68.1
101958,2023-02-03,93.2
101959,2021-09-16,68.7
101960,2022-07-17,83.1
101961,2023-02-28,84.1
101962,2020-11-26,63.2
101963,2022-02-02,91.3
101964,2022-06-11,65.5
101965,2022-03-28,74.1
101966,2020-12-22,79.3
101967,2021-11-01,49.7
101968,2022-08-01,72.8
101969,2020-12-02,83.0
101970,2022-01-22,70.3
101971,2023-04-03,57.3
101972,2021-12-03,60.4
101973,2021-07-06,96.4
101974,2022-02-22,78.7
101975,2023-04-06,60.6
101976,2021-12-25,75.6
101977,2021-06-05,86.5
101978,2022-11-09,61.6
101979,2020-09-09,63.7
101980,2021-09-28,77.2
101981,2021-09-13,77.9
101982,2023-03-10,87.7
101983,2023-05-14,59.0
101984,2021-08-22,55.5
101985,2022-01-26,100.0
101986,2020-12-01,87.0
101987,2021-11-10,88.8
101988,2021-09-23,66.2
101989,2023-04-15,77.3
101990,2023-03-25,82.3
101991,2022-02-25,63.7
101992,2023-05-29,70.7
101993,2020-09-14,67.1
101994,2021-12-23,74.7
101995,2022-09-17,67.4
101996,2023-02-23,82.1
101997,2022-05-14,65.8
101998,2022-01-02,70.9
101999,2020-11-05,82.2
102000,2021-09-20,80.3
101725,2021-04-24,-5.0
100693,2023-01-18,74.02903932942432
